1,13,1,11,0,0,0,0,0,0,0,0,0,0,0.125,1.0
1,4,4,7,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.5
2,5,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.5
3,10,1,12,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.25
4,4,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.5
3,5,3,7,0,0,0,0,0,0,0,0,0,0,0.125,0.75
3,12,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.875
2,10,1,11,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,1.0
3,10,2,5,0,0,0,0,0,0,0,0,0,0,0.125,0.5
4,11,4,9,0,0,0,0,0,0,0,0,0,0,0.125,0.75
3,2,1,4,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,1.0
3,10,3,9,0,0,0,0,0,0,0,0,0,0,0.125,0.5
2,9,2,12,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.75
1,3,1,6,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.875
1,5,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.75
1,10,2,3,0,0,0,0,0,0,0,0,0,0,0.125,0.375
2,10,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.625
4,10,1,13,0,0,0,0,0,0,0,0,0,0,0.125,1.0
2,7,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,1.0
2,8,3,2,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.75
3,14,2,11,0,0,0,0,0,0,0,0,0,0,0.125,0.875
1,4,1,8,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.25
4,14,1,6,0,0,0,0,0,0,0,0,0,0,0.125,0.375
3,4,3,14,0,0,0,0,0,0,0,0,0,0,0.125,0.875
1,14,4,10,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.5
2,8,1,14,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,1.0
1,4,2,12,0,0,0,0,0,0,0,0,0,0,0.125,0.5
4,13,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.25
1,7,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.875
2,4,4,13,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.25
4,8,4,12,0,0,0,0,0,0,0,0,0,0,0.125,0.5
1,8,3,2,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.875
2,4,3,7,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.875
4,12,4,6,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,1.0
1,5,2,2,0,0,0,0,0,0,0,0,0,0,0.125,0.375
2,10,1,12,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.625
2,8,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.25
2,10,3,10,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.5
2,2,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.875
4,14,4,2,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.25
4,8,2,14,0,0,0,0,0,0,0,0,0,0,0.125,0.5
2,6,4,5,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.25
3,11,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.5
2,3,1,7,0,0,0,0,0,0,0,0,0,0,0.125,1.0
4,14,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.75
4,14,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.875
1,10,3,12,0,0,0,0,0,0,0,0,0,0,0.125,0.375
1,3,1,8,0,0,0,0,0,0,0,0,0,0,0.125,0.375
4,7,1,4,0,0,0,0,0,0,0,0,0,0,0.125,0.25
4,8,4,3,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.75
2,8,1,2,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,1.0
2,11,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.5
3,3,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.875
1,7,4,13,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.875
4,7,4,4,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.5
3,11,2,10,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.375
1,9,2,14,0,0,0,0,0,0,0,0,0,0,0.125,0.375
2,5,1,14,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.875
2,14,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.25
3,6,1,10,0,0,0,0,0,0,0,0,0,0,0.125,0.625
2,11,1,7,0,0,0,0,0,0,0,0,0,0,0.125,0.25
2,7,3,2,0,0,0,0,0,0,0,0,0,0,0.125,0.625
1,6,1,7,0,0,0,0,0,0,0,0,0,0,0.125,1.0
3,2,4,12,0,0,0,0,0,0,0,0,0,0,0.125,0.625
3,6,4,2,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.75
1,7,1,11,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.25
3,6,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.375
3,6,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.875
1,9,3,11,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,1.0
