2,12,3,9,0,0,0,0,0,0,0,0,0,0,0.125,0.25,4
2,12,3,9,3,11,4,9,4,11,0,0,0,0,0.25,0.25,4
2,12,3,9,3,11,4,9,4,11,2,9,0,0,0.125,0.25,4
2,12,3,9,3,11,4,9,4,11,2,9,3,10,0.08333333333333333,0.25,4
1,9,3,6,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
1,9,3,6,1,13,2,10,4,6,0,0,0,0,0.2,0.8,5
1,9,3,6,1,13,2,10,4,6,4,9,0,0,0.1,0.8,5
1,9,3,6,1,13,2,10,4,6,4,9,2,6,0.06666666666666667,0.5,2
3,14,4,7,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
3,14,4,7,3,7,1,7,3,5,0,0,0,0,0.2,0.3333333333333333,3
2,4,4,14,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
2,4,4,14,4,5,4,3,2,14,0,0,0,0,0.2,0.3333333333333333,3
4,2,4,5,0,0,0,0,0,0,0,0,0,0,0.125,0.4,5
1,2,2,3,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
4,10,3,3,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
3,10,1,10,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
3,10,1,10,2,10,3,11,3,5,0,0,0,0,0.16666666666666666,0.5,6
3,10,1,10,2,10,3,11,3,5,3,3,0,0,0.1111111111111111,1.0,3
1,6,1,11,0,0,0,0,0,0,0,0,0,0,0.125,0.4,5
1,6,1,11,3,8,1,13,1,12,0,0,0,0,0.25,0.3333333333333333,3
1,6,1,11,3,8,1,13,1,12,1,4,0,0,0.14285714285714285,0.3333333333333333,3
1,6,1,11,3,8,1,13,1,12,1,4,3,9,0.1,0.3333333333333333,3
3,2,1,9,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
3,2,1,10,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
1,9,3,13,0,0,0,0,0,0,0,0,0,0,0.125,0.25,4
1,9,3,13,4,9,2,2,3,14,0,0,0,0,0.3333333333333333,0.3333333333333333,3
1,9,3,13,4,9,2,2,3,14,4,13,0,0,0.16666666666666666,0.3333333333333333,3
1,9,3,13,4,9,2,2,3,14,4,13,2,14,0.125,0.5,2
4,12,4,7,0,0,0,0,0,0,0,0,0,0,0.125,0.625,8
4,12,4,7,2,3,3,14,1,12,0,0,0,0,0.14285714285714285,0.3333333333333333,3
3,9,2,11,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
3,9,2,11,1,10,1,9,3,2,0,0,0,0,0.2,0.5,2
1,13,3,6,0,0,0,0,0,0,0,0,0,0,0.125,0.4,5
1,13,3,6,1,12,3,3,3,13,0,0,0,0,0.25,0.5,4
1,13,3,6,1,12,3,3,3,13,4,9,0,0,0.14285714285714285,0.6666666666666666,3
4,13,2,2,0,0,0,0,0,0,0,0,0,0,0.125,0.625,8
4,13,2,2,3,13,1,6,2,12,0,0,0,0,0.16666666666666666,0.5,2
4,7,3,13,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
1,4,1,6,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
1,4,1,6,4,14,1,2,4,13,0,0,0,0,0.16666666666666666,0.3333333333333333,3
2,8,2,5,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
2,8,2,5,4,11,3,13,1,4,0,0,0,0,0.14285714285714285,0.4,5
2,7,1,10,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
2,7,1,10,1,8,2,9,3,7,0,0,0,0,0.16666666666666666,0.5,6
2,7,1,10,1,8,2,9,3,7,4,4,0,0,0.08333333333333333,0.4,5
2,7,1,10,1,8,2,9,3,7,4,4,2,6,0.058823529411764705,0.4,5
2,7,2,4,0,0,0,0,0,0,0,0,0,0,0.125,0.625,8
2,7,2,4,1,5,4,6,2,13,0,0,0,0,0.14285714285714285,0.6666666666666666,6
1,3,3,14,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
1,3,3,14,4,9,2,8,2,7,0,0,0,0,0.25,0.75,4
2,14,1,8,0,0,0,0,0,0,0,0,0,0,0.125,0.4,5
2,14,1,8,3,13,3,10,1,10,0,0,0,0,0.2,0.4,5
2,14,1,8,3,13,3,10,1,10,2,6,0,0,0.1111111111111111,0.5,4
2,14,1,8,3,13,3,10,1,10,2,6,4,13,0.07692307692307693,0.3333333333333333,3
3,6,3,2,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
4,5,1,4,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
2,10,1,10,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
2,10,1,10,2,11,2,3,3,12,0,0,0,0,0.16666666666666666,0.5,6
2,10,1,10,2,11,2,3,3,12,3,6,0,0,0.1,0.6666666666666666,3
2,10,1,10,2,11,2,3,3,12,3,6,1,3,0.07692307692307693,0.6666666666666666,3
2,13,3,10,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
2,13,3,10,4,8,1,3,2,10,0,0,0,0,0.2,0.5,4
2,13,3,10,4,8,1,3,2,10,3,14,0,0,0.1111111111111111,0.3333333333333333,3
4,5,1,10,0,0,0,0,0,0,0,0,0,0,0.125,0.4,5
4,8,3,10,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
4,8,3,10,2,3,3,6,2,7,0,0,0,0,0.2,0.6,5
4,8,3,10,2,3,3,6,2,7,3,5,0,0,0.1111111111111111,0.5,2
3,13,2,11,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
3,13,2,11,1,2,4,4,3,5,0,0,0,0,0.2,0.3333333333333333,3
1,10,2,10,0,0,0,0,0,0,0,0,0,0,0.125,0.625,8
1,10,2,10,4,14,2,9,2,2,0,0,0,0,0.125,0.4,5
3,5,3,9,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
1,11,4,4,0,0,0,0,0,0,0,0,0,0,0.125,0.625,8
4,2,2,8,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
1,2,2,7,0,0,0,0,0,0,0,0,0,0,0.125,0.4,5
1,2,2,7,3,11,2,5,4,6,0,0,0,0,0.2,0.4,5
1,2,2,7,3,11,2,5,4,6,2,4,0,0,0.1111111111111111,0.5,4
1,2,2,7,3,11,2,5,4,6,2,4,3,2,0.07692307692307693,0.5,4
2,6,4,14,0,0,0,0,0,0,0,0,0,0,0.125,0.625,8
2,6,4,14,4,13,3,4,1,12,0,0,0,0,0.2,0.75,4
2,7,3,13,0,0,0,0,0,0,0,0,0,0,0.125,0.4,5
2,7,3,13,1,9,2,12,1,8,0,0,0,0,0.25,0.5,4
2,7,3,13,1,9,2,12,1,8,2,11,0,0,0.14285714285714285,0.6666666666666666,3
2,7,3,13,1,9,2,12,1,8,2,11,4,9,0.1,0.5,2
2,9,2,10,0,0,0,0,0,0,0,0,0,0,0.125,0.625,8
2,9,2,10,3,14,1,11,2,2,0,0,0,0,0.14285714285714285,0.3333333333333333,3
3,7,3,9,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
3,7,3,9,2,5,1,11,1,2,0,0,0,0,0.2,0.3333333333333333,3
3,10,4,7,0,0,0,0,0,0,0,0,0,0,0.125,0.4,5
3,10,4,7,4,6,2,8,2,10,0,0,0,0,0.25,0.5,4
3,10,4,7,4,6,2,8,2,10,2,4,0,0,0.125,0.5,4
3,10,4,7,4,6,2,8,2,10,2,4,3,6,0.08333333333333333,0.5,4
1,3,4,7,0,0,0,0,0,0,0,0,0,0,0.125,0.625,8
1,3,4,7,3,13,3,6,2,2,0,0,0,0,0.14285714285714285,0.3333333333333333,3
4,9,4,3,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
4,9,4,3,0,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714,7
1,14,3,10,0,0,0,0,0,0,0,0,0,0,0.125,0.5,6
1,14,3,10,1,4,1,8,2,14,0,0,0,0,0.16666666666666666,0.4,5
